"geoid","geolevel","year","transportation_score","transportation_rnk","transportation_state_rnk"
"14000US26163522400","tract","2019","94.42","52.4543","40.2696"
"14000US26163522500","tract","2019","132.09","94.7613","99.4092"
"14000US26163523100","tract","2019","100.84","75.4415","76.5694"
"14000US26163523200","tract","2019","103.05","79.7563","82.8656"
"14000US26163523300","tract","2019","102.27","78.3443","80.9638"
"14000US26163523400","tract","2019","103.71","80.7718","84.3242"
"14000US26163523800","tract","2019","106.08","83.9709","88.1462"
"14000US26163524000","tract","2019","111.69","88.7949","94.1839"
"14000US26163524100","tract","2019","109.33","87.1713","92.4114"
"14000US26163524200","tract","2019","106.03","83.9074","87.9616"
"14000US26163524300","tract","2019","102.36","78.5503","81.3146"
"14000US26163524500","tract","2019","25.18","0.0056","0"
"14000US26163524700","tract","2019","110.58","88.1108","93.5192"
"14000US26163524800","tract","2019","98.71","70.176","65.5835"
"14000US26163524900","tract","2019","96.61","63.0586","51.274"
"14000US26163525000","tract","2019","134.04","95.0688","99.5938"
"14000US26163525400","tract","2019","108.63","86.6029","91.6544"
"14000US26163525500","tract","2019","117.46","91.338","97.4889"
"14000US26163525600","tract","2019","100.59","74.8984","75.4801"
"14000US26163525700","tract","2019","108.58","86.5507","91.5436"
"14000US26163525800","tract","2019","117.08","91.2054","97.3781"
"14000US26163526000","tract","2019","97.72","67.0729","59.3796"
"14000US26163526100","tract","2019","102.77","79.2852","82.4778"
"14000US26163526200","tract","2019","104.77","82.3276","86.1152"
"14000US26163526300","tract","2019","105.68","83.4617","87.4077"
"14000US26163526400","tract","2019","105.74","83.5435","87.4446"
"14000US26163526500","tract","2019","123.48","93.1153","98.9291"
"14000US26163527200","tract","2019","111.15","88.4888","93.9623"
"14000US26163527300","tract","2019","117.74","91.4283","97.5258"
"14000US26163530100","tract","2019","117.14","91.2294","97.4151"
"14000US26163530200","tract","2019","109.83","87.5733","92.873"
"14000US26163530300","tract","2019","107.87","85.8821","90.565"
"14000US26163530400","tract","2019","120.24","92.2027","98.1167"
"14000US26163530500","tract","2019","104.5","81.968","85.8198"
"14000US26163530800","tract","2019","115.89","90.778","96.935"
"14000US26163530900","tract","2019","114.29","90.1264","95.901"
"14000US26163531100","tract","2019","133.24","94.9405","99.5199"
"14000US26163531200","tract","2019","101.06","75.9338","77.4742"
"14000US26163531300","tract","2019","123.1","93.0109","98.8183"
"14000US26163531400","tract","2019","103.85","80.9947","84.6935"
"14000US26163531500","tract","2019","121.42","92.5384","98.3383"
"14000US26163531600","tract","2019","109.27","87.1333","92.2821"
"14000US26163531700","tract","2019","120.21","92.1956","98.0798"
"14000US26163531800","tract","2019","130.31","94.4665","99.2984"
"14000US26163531900","tract","2019",NA,NA,NA
"14000US26163532200","tract","2019","102.49","78.8084","81.7393"
"14000US26163532300","tract","2019","93.42","46.4455","36.8722"
"14000US26163532400","tract","2019","110.6","88.1234","93.5746"
"14000US26163532600","tract","2019","116.96","91.1546","97.3227"
"14000US26163532700","tract","2019","149.32","96.7022","100"
"14000US26163533000","tract","2019","108","86.0119","90.7312"
"14000US26163533100","tract","2019","114.39","90.187","95.9749"
"14000US26163533200","tract","2019","123.03","92.9827","98.7445"
"14000US26163533300","tract","2019","113.14","89.5706","95.1625"
"14000US26163533400","tract","2019","147.71","96.5823","99.9631"
"14000US26163533500","tract","2019","112.21","89.0798","94.6086"
"14000US26163533600","tract","2019","105.09","82.7325","86.4845"
"14000US26163533700","tract","2019","103.4","80.3078","83.5303"
"14000US26163533900","tract","2019","114.94","90.4113","96.5657"
"14000US26163534100","tract","2019","111.15","88.4888","93.9623"
"14000US26163534200","tract","2019","107.52","85.5746","90.0111"
"14000US26163534300","tract","2019","107.22","85.2587","89.6972"
"14000US26163534400","tract","2019","104.39","81.8128","85.5244"
"14000US26163534500","tract","2019","128.79","94.2225","99.1876"
"14000US26163534600","tract","2019","116.95","91.1448","97.2674"
"14000US26163534700","tract","2019","112.85","89.4324","95.0886"
"14000US26163535000","tract","2019","110.69","88.1869","93.6669"
"14000US26163535100","tract","2019","108.49","86.4703","91.4328"
"14000US26163535200","tract","2019","108.54","86.507","91.4697"
"14000US26163535300","tract","2019","106.97","85.0006","89.3648"
"14000US26163535400","tract","2019","115.91","90.7823","96.9719"
"14000US26163535500","tract","2019","114.91","90.4","96.5288"
"14000US26163535600","tract","2019","116.31","90.9515","97.1935"
"14000US26163535700","tract","2019","107.18","85.2164","89.5864"
"14000US26163536100","tract","2019","112.34","89.1475","94.6824"
"14000US26163536200","tract","2019","96.18","61.2207","49.0399"
"14000US26163536300","tract","2019","109.39","87.2235","92.5222"
"14000US26163536400","tract","2019","103.26","80.0835","83.3087"
"14000US26163536500","tract","2019","105.37","83.1288","86.8907"
"14000US26163536600","tract","2019","112.21","89.0798","94.6086"
"14000US26163536700","tract","2019","109.11","87.0063","92.0236"
"14000US26163536800","tract","2019","111.36","88.6087","94.0916"
"14000US26163536900","tract","2019","113.41","89.7117","95.2733"
"14000US26163537000","tract","2019","106.56","84.5083","88.6632"
"14000US26163537100","tract","2019","110.43","88.0191","93.4269"
"14000US26163537200","tract","2019","106.09","83.9836","88.2201"
"14000US26163537300","tract","2019","115.64","90.6878","96.8242"
"14000US26163537500","tract","2019","100.79","75.3428","76.2925"
"14000US26163537600","tract","2019","112.57","89.2787","94.904"
"14000US26163537700","tract","2019","114.61","90.2787","96.2703"
"14000US26163537800","tract","2019","107.82","85.8497","90.4727"
"14000US26163538100","tract","2019","99.37","71.9815","69.5716"
"14000US26163538200","tract","2019","99.68","72.7277","71.1595"
"14000US26163538300","tract","2019","105.3","83.0131","86.7799"
"14000US26163538400","tract","2019","99.77","72.9237","71.4919"
"14000US26163538500","tract","2019","108.32","86.318","91.1928"
"14000US26163538600","tract","2019","104.84","82.4094","86.1891"
"14000US26163538700","tract","2019","101.69","77.1962","78.9882"
"14000US26163538800","tract","2019","106.02","83.8961","87.8877"
"14000US26163538900","tract","2019","109.26","87.1262","92.2267"
"14000US26163539000","tract","2019","114.82","90.3577","96.3442"
"14000US26163539100","tract","2019","108.93","86.8639","91.7836"
"14000US26163539200","tract","2019","103.59","80.5927","83.9734"
"14000US26163539300","tract","2019","106.49","84.4533","88.6263"
"14000US26163539400","tract","2019","112.53","89.2505","94.8671"
"14000US26163539500","tract","2019","112.97","89.4832","95.1256"
"14000US26163539600","tract","2019","104.42","81.8537","85.6167"
"14000US26163539700","tract","2019","107.32","85.3744","89.8449"
"14000US26163540100","tract","2019","106.03","83.9074","87.9616"
"14000US26163540200","tract","2019","113.54","89.7766","95.384"
"14000US26163540300","tract","2019","106.25","84.1782","88.4047"
"14000US26163540400","tract","2019","109.63","87.4154","92.7253"
"14000US26163540500","tract","2019","105.11","82.755","86.5399"
"14000US26163540600","tract","2019","102.77","79.2852","82.4778"
"14000US26163540700","tract","2019","102.96","79.6166","82.7917"
"14000US26163540800","tract","2019","102.71","79.1906","82.2563"
"14000US26163540900","tract","2019","102.38","78.5827","81.37"
"14000US26163541000","tract","2019","107.69","85.7326","90.325"
"14000US26163541100","tract","2019","110.4","87.9951","93.3715"
"14000US26163541200","tract","2019","115.19","90.51","96.6765"
"14000US26163541300","tract","2019","102.24","78.2639","80.7976"
"14000US26163541400","tract","2019","103.15","79.9185","83.0871"
"14000US26163541500","tract","2019","111.65","88.7666","94.1285"
"14000US26163541700","tract","2019","114.54","90.2505","96.1965"
"14000US26163541800","tract","2019","102.49","78.8084","81.7393"
"14000US26163542100","tract","2019","107.14","85.1924","89.5495"
"14000US26163542200","tract","2019","107.56","85.5986","90.0849"
"14000US26163542300","tract","2019","108.18","86.1882","90.9158"
"14000US26163542400","tract","2019","107.23","85.2657","89.7341"
"14000US26163542500","tract","2019","107.95","85.9583","90.6942"
"14000US26163542600","tract","2019","108.32","86.318","91.1928"
"14000US26163542700","tract","2019","102.51","78.8465","81.7947"
"14000US26163542800","tract","2019","99.87","73.1903","71.9719"
"14000US26163542900","tract","2019","98.89","70.6768","66.5436"
"14000US26163543000","tract","2019","90.19","21.8912","19.8486"
"14000US26163543100","tract","2019","101","75.8068","77.2526"
"14000US26163543200","tract","2019","102.6","78.9875","82.0347"
"14000US26163543400","tract","2019","100.52","74.7489","75.1477"
"14000US26163543500","tract","2019","114.14","90.0601","95.7903"
"14000US26163543600","tract","2019","112.6","89.2942","94.9409"
"14000US26163543700","tract","2019","110.79","88.2617","93.7592"
"14000US26163543800","tract","2019","112.02","88.981","94.387"
"14000US26163543900","tract","2019","116.01","90.8189","97.0089"
"14000US26163544000","tract","2019","112.08","89.0135","94.4609"
"14000US26163544100","tract","2019","107.1","85.1444","89.4941"
"14000US26163544200","tract","2019","113.62","89.8118","95.421"
"14000US26163544300","tract","2019","112.1","89.0276","94.5162"
"14000US26163545100","tract","2019","112.78","89.3957","95.0332"
"14000US26163545200","tract","2019","112.21","89.0798","94.6086"
"14000US26163545300","tract","2019","110.69","88.1869","93.6669"
"14000US26163545400","tract","2019","113.31","89.668","95.2363"
"14000US26163545500","tract","2019","108.21","86.2122","90.9527"
"14000US26163545600","tract","2019","102.24","78.2639","80.7976"
"14000US26163545700","tract","2019","101.79","77.3838","79.2836"
"14000US26163545800","tract","2019","110.09","87.7539","93.0945"
"14000US26163545900","tract","2019","104.11","81.3628","85.1182"
"14000US26163546000","tract","2019","120.28","92.2125","98.1536"
"14000US26163546100","tract","2019","104.2","81.5053","85.192"
"14000US26163546200","tract","2019","97.62","66.7358","58.7149"
"14000US26163546300","tract","2019","98.7","70.1521","65.5465"
"14000US26163546400","tract","2019","119.94","92.1321","98.0428"
"14000US26163546500","tract","2019","114.04","90.0008","95.6795"
"14000US26163546600","tract","2019","111.73","88.8231","94.2393"
"14000US26163546700","tract","2019","105.85","83.6676","87.5369"
"14000US26163546800","tract","2019","111.97","88.9542","94.3131"
"14000US26163546900","tract","2019","103.21","80.0087","83.1979"
"14000US26163550100","tract","2019","96.94","64.3238","53.7297"
"14000US26163550200","tract","2019","99.18","71.4864","68.4453"
"14000US26163550300","tract","2019","98.2","68.6625","62.5554"
"14000US26163550400","tract","2019","100.7","75.1326","75.997"
"14000US26163550500","tract","2019","99.72","72.8109","71.3442"
"14000US26163550600","tract","2019","99.56","72.454","70.661"
"14000US26163550700","tract","2019","99.54","72.4046","70.4764"
"14000US26163550800","tract","2019","97.55","66.496","58.0871"
"14000US26163550900","tract","2019","87.15","2.3443","1.9202"
"14000US26163551100","tract","2019","96.62","63.1051","51.3663"
"14000US26163551200","tract","2019","98.27","68.8953","63.2386"
"14000US26163551300","tract","2019","101.95","77.7026","79.7267"
"14000US26163551400","tract","2019","107.19","85.2291","89.6233"
"14000US26163551500","tract","2019","102.47","78.7774","81.61"
"14000US26163551600","tract","2019","109.42","87.2489","92.5775"
"14000US26163551700","tract","2019","97.06","64.778","54.4313"
"14000US26163551800","tract","2019","90.77","26.883","23.7075"
"14000US26163552000","tract","2019","105.04","82.676","86.4476"
"14000US26163552100","tract","2019","109.6","87.3857","92.6514"
"14000US26163552200","tract","2019","105.9","83.724","87.7031"
"14000US26163552300","tract","2019","110.4","87.9951","93.3715"
"14000US26163552400","tract","2019","112.1","89.0276","94.5162"
"14000US26163552800","tract","2019","110.56","88.0938","93.4638"
"14000US26163553000","tract","2019","115.37","90.5806","96.7504"
"14000US26163553100","tract","2019","113.83","89.9134","95.5687"
"14000US26163553200","tract","2019","128.43","94.1619","99.1507"
"14000US26163553300","tract","2019","110.99","88.3816","93.87"
"14000US26163553400","tract","2019","134.54","95.1464","99.6307"
"14000US26163553600","tract","2019","106.84","84.8595","89.1802"
"14000US26163553800","tract","2019","107.79","85.8229","90.4173"
"14000US26163554100","tract","2019","99.15","71.3933","68.2053"
"14000US26163554200","tract","2019","98.73","70.2226","65.7127"
"14000US26163554300","tract","2019","96.85","63.9839","53.2681"
"14000US26163554400","tract","2019","97.74","67.1335","59.5827"
"14000US26163554500","tract","2019","101.28","76.3541","77.9542"
"14000US26163554600","tract","2019","97.51","66.3634","57.8102"
"14000US26163554700","tract","2019","98.07","68.2521","61.6322"
"14000US26163554800","tract","2019","100.92","75.6249","76.9202"
"14000US26163554900","tract","2019","95.92","60.0499","47.2489"
"14000US26163555100","tract","2019","100.58","74.8815","75.4247"
"14000US26163555300","tract","2019","100.64","75.0183","75.7016"
"14000US26163555400","tract","2019","105.92","83.7593","87.777"
"14000US26163555500","tract","2019","100.37","74.4118","74.5938"
"14000US26163555600","tract","2019","98.84","70.5399","66.3959"
"14000US26163556100","tract","2019","97.21","65.2477","55.2991"
"14000US26163556200","tract","2019","100.74","75.2243","76.1078"
"14000US26163556300","tract","2019","100.73","75.2031","76.0709"
"14000US26163556400","tract","2019","95.92","60.0499","47.2489"
"14000US26163556500","tract","2019","91.25","30.9185","26.6248"
"14000US26163556600","tract","2019","97.19","65.1856","55.096"
"14000US26163556700","tract","2019","97.55","66.496","58.0871"
"14000US26163556800","tract","2019","96.06","60.7002","48.3198"
"14000US26163556900","tract","2019","95.63","58.7607","45.5871"
"14000US26163557000","tract","2019","97.73","67.1011","59.4535"
"14000US26163557100","tract","2019","98.08","68.2747","61.7245"
"14000US26163557200","tract","2019","98.02","68.0842","61.4845"
"14000US26163557300","tract","2019","95.95","60.1811","47.4151"
"14000US26163557400","tract","2019","95.64","58.7988","45.661"
"14000US26163557500","tract","2019","93.98","49.9224","38.9956"
"14000US26163557600","tract","2019","95.42","57.7014","44.3316"
"14000US26163557700","tract","2019","95.67","58.937","45.7349"
"14000US26163557900","tract","2019","98.6","69.8361","64.8449"
"14000US26163558000","tract","2019","97.52","66.4001","57.884"
"14000US26163558100","tract","2019","96.59","62.981","51.0709"
"14000US26163558200","tract","2019","97.88","67.623","60.5244"
"14000US26163558300","tract","2019","95.16","56.4277","42.873"
"14000US26163558400","tract","2019","96.38","62.0966","50.0554"
"14000US26163558500","tract","2019","95.32","57.1852","43.5931"
"14000US26163558600","tract","2019","96.8","63.7991","52.6957"
"14000US26163558700","tract","2019","95.69","59.0245","45.8826"
"14000US26163558800","tract","2019","95.45","57.8523","44.4609"
"14000US26163558900","tract","2019","96.28","61.6748","49.3722"
"14000US26163559000","tract","2019","96.09","60.8624","48.5783"
"14000US26163559100","tract","2019","95.63","58.7607","45.5871"
"14000US26163559200","tract","2019","88.24","6.9595","6.5731"
"14000US26163560100","tract","2019","99.22","71.5851","68.5931"
"14000US26163560200","tract","2019","98.84","70.5399","66.3959"
"14000US26163560300","tract","2019","97.28","65.5129","55.9084"
"14000US26163560400","tract","2019","97.44","66.1123","57.2194"
"14000US26163561200","tract","2019","89.21","13.6411","13.1093"
"14000US26163561300","tract","2019","88.24","6.9595","6.5731"
"14000US26163561600","tract","2019","99.93","73.3497","72.3966"
"14000US26163561700","tract","2019","97.96","67.9009","61.1152"
"14000US26163561900","tract","2019","96.26","61.5761","49.2614"
"14000US26163562300","tract","2019","97.24","65.3718","55.5207"
"14000US26163562400","tract","2019","97.19","65.1856","55.096"
"14000US26163562500","tract","2019","102.93","79.5546","82.7363"
"14000US26163562600","tract","2019","100.62","74.9633","75.5908"
"14000US26163562700","tract","2019","99.84","73.1141","71.7873"
"14000US26163562800","tract","2019","96.65","63.2377","51.5879"
"14000US26163562900","tract","2019","98.69","70.1182","65.5096"
"14000US26163563200","tract","2019","99.89","73.2481","72.1566"
"14000US26163563300","tract","2019","98.61","69.8671","64.9742"
"14000US26163563400","tract","2019","97.33","65.7075","56.3885"
"14000US26163563500","tract","2019","95.13","56.2697","42.6699"
"14000US26163563600","tract","2019","99.61","72.5584","70.938"
"14000US26163563700","tract","2019","96.7","63.4563","51.8648"
"14000US26163563800","tract","2019","96.64","63.1897","51.514"
"14000US26163563900","tract","2019","101.49","76.7857","78.4897"
"14000US26163564000","tract","2019","103.86","81.006","84.7489"
"14000US26163564100","tract","2019","100.66","75.0592","75.8124"
"14000US26163564200","tract","2019","99.18","71.4864","68.4453"
"14000US26163564300","tract","2019","99.23","71.6148","68.6669"
"14000US26163564401","tract","2019","88.81","10.6395","10.3397"
"14000US26163564402","tract","2019","88.73","10.0372","9.5458"
"14000US26163564501","tract","2019","87.76","4.405","4.1544"
"14000US26163564502","tract","2019","97.81","67.3508","60.0443"
"14000US26163564503","tract","2019","98.17","68.5596","62.2784"
"14000US26163564504","tract","2019","90.04","20.5738","18.6854"
"14000US26163564600","tract","2019","95.79","59.4702","46.3811"
"14000US26163564700","tract","2019","97.2","65.2209","55.2253"
"14000US26163564800","tract","2019","96.18","61.2207","49.0399"
"14000US26163564900","tract","2019","105.86","83.6817","87.6108"
"14000US26163565000","tract","2019","97.57","66.5764","58.2903"
"14000US26163565100","tract","2019","100.83","75.4203","76.4956"
"14000US26163565200","tract","2019","99.42","72.1028","69.8671"
"14000US26163565300","tract","2019","102.24","78.2639","80.7976"
"14000US26163565600","tract","2019","96.3","61.7524","49.5199"
"14000US26163565700","tract","2019","98.9","70.6965","66.6359"
"14000US26163565800","tract","2019","102.14","78.0622","80.4468"
"14000US26163565900","tract","2019","98.9","70.6965","66.6359"
"14000US26163566400","tract","2019","110.15","87.792","93.1684"
"14000US26163566500","tract","2019","110.05","87.7327","93.0576"
"14000US26163566600","tract","2019","98.91","70.7247","66.7651"
"14000US26163566700","tract","2019","99.28","71.7332","69.2208"
"14000US26163566800","tract","2019","96.68","63.3773","51.7541"
"14000US26163566900","tract","2019","100.04","73.6205","73.0244"
"14000US26163567000","tract","2019","99.39","72.0139","69.664"
"14000US26163567100","tract","2019","98.51","69.5935","64.4756"
"14000US26163567201","tract","2019","98.3","68.9813","63.3309"
"14000US26163567202","tract","2019","98.66","70.0392","65.4173"
"14000US26163567300","tract","2019","96.76","63.6538","52.3264"
"14000US26163567400","tract","2019","97.86","67.5581","60.469"
"14000US26163567800","tract","2019","99.98","73.4654","72.6736"
"14000US26163567900","tract","2019","97.94","67.8303","60.9306"
"14000US26163568000","tract","2019","101.45","76.7039","78.3235"
"14000US26163568200","tract","2019","98.24","68.8121","62.9431"
"14000US26163568300","tract","2019","101.37","76.5389","78.1942"
"14000US26163568400","tract","2019","99.57","72.4794","70.7349"
"14000US26163568500","tract","2019","108.47","86.452","91.3959"
"14000US26163568700","tract","2019","97.64","66.8049","58.9734"
"14000US26163568800","tract","2019","105.65","83.4292","87.3523"
"14000US26163568900","tract","2019","101.79","77.3838","79.2836"
"14000US26163569100","tract","2019","99.46","72.1874","70.0332"
"14000US26163569200","tract","2019","99.24","71.6359","68.7223"
"14000US26163569300","tract","2019","99.82","73.0605","71.7319"
"14000US26163569400","tract","2019","98.52","69.6217","64.5679"
"14000US26163569500","tract","2019","96.99","64.5156","54.0436"
"14000US26163569600","tract","2019","95.53","58.2445","44.7932"
"14000US26163569700","tract","2019","97.2","65.2209","55.2253"
"14000US26163569800","tract","2019","99.66","72.6769","71.0857"
"14000US26163569900","tract","2019","98.54","69.6767","64.6787"
"14000US26163570100","tract","2019","101.35","76.5135","78.1019"
"14000US26163570200","tract","2019","97.02","64.6271","54.3021"
"14000US26163570400","tract","2019","103.31","80.1695","83.4195"
"14000US26163570500","tract","2019","105.16","82.8538","86.6691"
"14000US26163570600","tract","2019","105.94","83.7847","87.8139"
"14000US26163570800","tract","2019","108.02","86.0317","90.7866"
"14000US26163570900","tract","2019","99.88","73.2213","72.0827"
"14000US26163571000","tract","2019","114.7","90.314","96.3072"
"14000US26163571500","tract","2019","100.17","73.9407","73.6337"
"14000US26163571600","tract","2019","91.02","29.0186","25.4801"
"14000US26163571700","tract","2019","103.97","81.164","84.9705"
"14000US26163571800","tract","2019","100.12","73.842","73.4675"
"14000US26163571900","tract","2019","98.26","68.8685","63.1278"
"14000US26163572000","tract","2019","98.38","69.2183","63.7925"
"14000US26163572100","tract","2019","100.19","73.9971","73.7814"
"14000US26163572200","tract","2019","97.1","64.8993","54.6344"
"14000US26163572400","tract","2019","97.47","66.2238","57.6071"
"14000US26163572500","tract","2019","97.07","64.8231","54.5236"
"14000US26163572600","tract","2019","100.66","75.0592","75.8124"
"14000US26163572700","tract","2019","100.66","75.0592","75.8124"
"14000US26163572800","tract","2019","98.18","68.5977","62.3892"
"14000US26163572900","tract","2019","98.66","70.0392","65.4173"
"14000US26163573000","tract","2019","97.18","65.156","54.9852"
"14000US26163573100","tract","2019","97.6","66.6794","58.4934"
"14000US26163573300","tract","2019","99.32","71.8292","69.4239"
"14000US26163573400","tract","2019","98.38","69.2183","63.7925"
"14000US26163573500","tract","2019","102.09","77.9691","80.2068"
"14000US26163573600","tract","2019","102.74","79.2442","82.3855"
"14000US26163573701","tract","2019","98.97","70.8869","67.2267"
"14000US26163573702","tract","2019","98.96","70.8545","67.116"
"14000US26163573800","tract","2019","99.76","72.8955","71.418"
"14000US26163573900","tract","2019","96.71","63.4817","51.9756"
"14000US26163574000","tract","2019","99.09","71.1987","67.7806"
"14000US26163574100","tract","2019","100.38","74.4273","74.6677"
"14000US26163574202","tract","2019","99.6","72.5372","70.8456"
"14000US26163574300","tract","2019","99.91","73.2834","72.2304"
"14000US26163574600","tract","2019","96.61","63.0586","51.274"
"14000US26163574700","tract","2019","96.56","62.847","50.7755"
"14000US26163574800","tract","2019","96.18","61.2207","49.0399"
"14000US26163574900","tract","2019","99.1","71.2367","67.8545"
"14000US26163575000","tract","2019","97.63","66.7753","58.8442"
"14000US26163575100","tract","2019","100.22","74.0648","74.0583"
"14000US26163575200","tract","2019","97.3","65.5933","56.0746"
"14000US26163575300","tract","2019","97.26","65.4466","55.7607"
"14000US26163575400","tract","2019","98.49","69.5328","64.3648"
"14000US26163575500","tract","2019","96.05","60.6494","48.1905"
"14000US26163575600","tract","2019","97.91","67.7401","60.7459"
"14000US26163576000","tract","2019","99.08","71.1719","67.7068"
"14000US26163576100","tract","2019","97.75","67.1618","59.712"
"14000US26163576200","tract","2019","96.09","60.8624","48.5783"
"14000US26163576300","tract","2019","96.95","64.3661","53.7851"
"14000US26163576400","tract","2019","96.99","64.5156","54.0436"
"14000US26163576500","tract","2019","96.54","62.7666","50.6647"
"14000US26163576600","tract","2019","95.94","60.1388","47.3412"
"14000US26163576700","tract","2019","95.25","56.8495","43.2607"
"14000US26163577000","tract","2019","104.33","81.7056","85.4505"
"14000US26163577100","tract","2019","107.56","85.5986","90.0849"
"14000US26163577200","tract","2019","100.05","73.6586","73.1167"
"14000US26163577300","tract","2019","99.95","73.4075","72.5074"
"14000US26163577400","tract","2019","97.4","65.984","56.7947"
"14000US26163577500","tract","2019","102.52","78.862","81.8316"
"14000US26163577600","tract","2019","98.65","69.9969","65.2696"
"14000US26163577700","tract","2019","98.21","68.7035","62.7031"
"14000US26163577800","tract","2019","98.51","69.5935","64.4756"
"14000US26163577900","tract","2019","98.96","70.8545","67.116"
"14000US26163578000","tract","2019","104.79","82.3488","86.1521"
"14000US26163578500","tract","2019","98.75","70.2677","65.8419"
"14000US26163578600","tract","2019","101.57","76.9522","78.8035"
"14000US26163579100","tract","2019","108.16","86.1713","90.8419"
"14000US26163579200","tract","2019","106.04","83.9215","88.0539"
"14000US26163579300","tract","2019","115.1","90.4621","96.6027"
"14000US26163579500","tract","2019","103.76","80.8621","84.4904"
"14000US26163579600","tract","2019","102.47","78.7774","81.61"
"14000US26163579700","tract","2019","106.67","84.6437","88.8109"
"14000US26163579800","tract","2019","108.87","86.8004","91.6913"
"14000US26163579900","tract","2019","100.07","73.7221","73.2644"
"14000US26163580100","tract","2019","99.44","72.1451","69.9225"
"14000US26163580200","tract","2019","99.93","73.3497","72.3966"
"14000US26163580300","tract","2019","99.02","71.0082","67.5037"
"14000US26163580400","tract","2019","95.15","56.3727","42.7991"
"14000US26163580500","tract","2019","95.83","59.6522","46.6581"
"14000US26163580600","tract","2019","101.28","76.3541","77.9542"
"14000US26163580700","tract","2019","102.12","78.0284","80.373"
"14000US26163580800","tract","2019","101.54","76.8873","78.6558"
"14000US26163580900","tract","2019","100.1","73.7982","73.3752"
"14000US26163581100","tract","2019","100.44","74.5768","74.9631"
"14000US26163581200","tract","2019","92.92","43.1251","34.6381"
"14000US26163581500","tract","2019","98.33","69.0603","63.4232"
"14000US26163581600","tract","2019","98.96","70.8545","67.116"
"14000US26163581800","tract","2019","99.4","72.0351","69.7747"
"14000US26163581900","tract","2019","97.37","65.8697","56.6285"
"14000US26163582000","tract","2019","102.05","77.8845","80.0222"
"14000US26163582100","tract","2019","97.13","64.9896","54.8191"
"14000US26163583000","tract","2019","96.08","60.7975","48.486"
"14000US26163583100","tract","2019","97.29","65.5481","55.9823"
"14000US26163583200","tract","2019","97.95","67.867","61.0044"
"14000US26163583300","tract","2019","96.23","61.4435","49.2061"
"14000US26163583400","tract","2019","96.6","63.0148","51.1817"
"14000US26163583500","tract","2019","97.19","65.1856","55.096"
"14000US26163583600","tract","2019","97.41","66.0122","56.887"
"14000US26163583700","tract","2019","96.6","63.0148","51.1817"
"14000US26163583800","tract","2019","97.31","65.6356","56.1669"
"14000US26163583900","tract","2019","99.52","72.3398","70.3102"
"14000US26163584000","tract","2019","97.61","66.7019","58.6041"
"14000US26163584100","tract","2019","95.61","58.6563","45.4025"
"14000US26163584200","tract","2019","96.72","63.5198","52.0864"
"14000US26163584300","tract","2019","97.63","66.7753","58.8442"
"14000US26163584400","tract","2019","98.42","69.3396","64.1617"
"14000US26163584500","tract","2019","101.55","76.9141","78.7297"
"14000US26163584600","tract","2019","102.09","77.9691","80.2068"
"14000US26163584700","tract","2019","96.78","63.7328","52.5111"
"14000US26163584800","tract","2019","104.24","81.5702","85.2659"
"14000US26163585500","tract","2019","99.1","71.2367","67.8545"
"14000US26163585600","tract","2019","98.1","68.3339","61.8353"
"14000US26163585700","tract","2019","101.48","76.7631","78.4343"
"14000US26163585800","tract","2019","98.93","70.7684","66.8575"
"14000US26163585900","tract","2019","96.06","60.7002","48.3198"
"14000US26163586200","tract","2019","100.47","74.6333","75.0185"
"14000US26163586300","tract","2019","95.97","60.2728","47.6366"
"14000US26163587000","tract","2019","102.91","79.5094","82.6809"
"14000US26163587900","tract","2019","101.2","76.1947","77.7696"
"14000US26163588000","tract","2019","101.83","77.4755","79.4867"
"14000US26163588100","tract","2019","90.79","27.0523","23.9106"
"14000US26163588200","tract","2019","103.57","80.5574","83.918"
"14000US26163588300","tract","2019","102.47","78.7774","81.61"
"14000US26163588400","tract","2019","88.25","7.0286","6.6839"
"14000US26163589300","tract","2019","90.24","22.313","20.2363"
"14000US26163589400","tract","2019","89.81","18.5695","17.1344"
"14000US26163590400","tract","2019","88.28","7.1922","6.9239"
"14000US26163590500","tract","2019","96.96","64.4042","53.8774"
"14000US26163590600","tract","2019","87.86","4.9072","4.7083"
"14000US26163591501","tract","2019","100.85","75.4612","76.6248"
"14000US26163591502","tract","2019","90.58","25.2722","22.3412"
"14000US26163591600","tract","2019","97.36","65.8316","56.5547"
"14000US26163591700","tract","2019","96.88","64.0995","53.4158"
"14000US26163591800","tract","2019","88.21","6.7719","6.37"
"14000US26163591900","tract","2019","95.89","59.9216","47.0273"
"14000US26163592000","tract","2019","87.02","2.0072","1.5694"
"14000US26163593000","tract","2019","98.38","69.2183","63.7925"
"14000US26163593200","tract","2019","99.52","72.3398","70.3102"
"14000US26163593300","tract","2019","97.27","65.479","55.853"
"14000US26163594000","tract","2019","98.94","70.7938","66.9129"
"14000US26163594100","tract","2019","96.39","62.1445","50.1292"
"14000US26163594200","tract","2019","93.78","48.6939","38.0355"
"14000US26163594300","tract","2019","95.41","57.6506","44.2578"
"14000US26163594400","tract","2019","96.38","62.0966","50.0554"
"14000US26163594500","tract","2019","96.81","63.8358","52.825"
"14000US26163595000","tract","2019","97.91","67.7401","60.7459"
"14000US26163595100","tract","2019","97.45","66.1532","57.3855"
"14000US26163595200","tract","2019","100.69","75.1227","75.9601"
