"geoid","geolevel","year","transportation_score","transportation_rnk","transportation_state_rnk"
"14000US06037531603","tract","2023","119.28","90.4824","84.7559"
"14000US06037531604","tract","2023","121.69","91.5726","87.4763"
"14000US06037531701","tract","2023","133.29","94.5941","94.8497"
"14000US06037531702","tract","2023","123.72","92.3222","89.4649"
"14000US06037531800","tract","2023","123.1","92.0987","88.8672"
"14000US06037531901","tract","2023","136.24","95.0898","95.7603"
"14000US06037531902","tract","2023","118.55","90.11","83.8454"
"14000US06037532001","tract","2023","117.51","89.5313","82.1528"
"14000US06037532002","tract","2023","115.45","88.2629","78.6225"
"14000US06037532101","tract","2023","117.62","89.5838","82.3037"
"14000US06037532102","tract","2023","109.95","83.504","68.6013"
"14000US06037532200","tract","2023","117.97","89.7962","82.8958"
"14000US06037532302","tract","2023","86.74","14.8674","6.8037"
"14000US06037532303","tract","2023","122.4","91.8399","88.1689"
"14000US06037532304","tract","2023","95.84","54.3566","41.0122"
"14000US06037532500","tract","2023","119.98","90.8181","85.6943"
"14000US06037532605","tract","2023","121.11","91.3443","86.9791"
"14000US06037532606","tract","2023","131.27","94.2303","94.1459"
"14000US06037532607","tract","2023","124.67","92.6042","90.0681"
"14000US06037532700","tract","2023","99.47","65.2769","52.469"
"14000US06037532800","tract","2023","94.66","50.7002","36.8841"
"14000US06037532900","tract","2023","137.39","95.2632","96.0842"
"14000US06037533001","tract","2023","122.19","91.7667","87.9231"
"14000US06037533002","tract","2023","108.66","82.1318","66.7356"
"14000US06037533103","tract","2023","130.56","94.0826","93.7772"
"14000US06037533104","tract","2023","128.98","93.7505","93.0287"
"14000US06037533105","tract","2023","119.66","90.6704","85.3145"
"14000US06037533108","tract","2023","141.83","95.8394","97.1176"
"14000US06037533201","tract","2023","122.96","92.0475","88.7163"
"14000US06037533204","tract","2023","122.75","91.9767","88.5208"
"14000US06037533300","tract","2023","119.95","90.7973","85.6608"
"14000US06037533401","tract","2023","128.79","93.698","92.9002"
"14000US06037533402","tract","2023","89.81","31.8138","17.5679"
"14000US06037533403","tract","2023","93.77","47.8947","33.6164"
"14000US06037533501","tract","2023","94.04","48.6894","34.6609"
"14000US06037533504","tract","2023","125.31","92.8007","90.6044"
"14000US06037533601","tract","2023","129.73","93.9068","93.375"
"14000US06037533602","tract","2023","111.2","84.7176","70.6122"
"14000US06037533603","tract","2023","124.86","92.6591","90.1799"
"14000US06037533701","tract","2023","128.85","93.7176","92.9393"
"14000US06037533702","tract","2023","117.12","89.303","81.4713"
"14000US06037533703","tract","2023","88.12","22.7772","11.0099"
"14000US06037533803","tract","2023","119.62","90.6447","85.2586"
"14000US06037533804","tract","2023","117.09","89.2859","81.3987"
"14000US06037533805","tract","2023","117.5","89.5277","82.1137"
"14000US06037533806","tract","2023","87.14","17.1247","7.9097"
"14000US06037533901","tract","2023","122.59","91.9156","88.3588"
"14000US06037533902","tract","2023","119.63","90.652","85.281"
"14000US06037534001","tract","2023","116.14","88.7231","79.8738"
"14000US06037534002","tract","2023","84.5","5.0311","2.3964"
"14000US06037534101","tract","2023","114.31","87.4425","76.5166"
"14000US06037534102","tract","2023","123.89","92.3698","89.5654"
"14000US06037534201","tract","2023","118.43","90.0477","83.6387"
"14000US06037534202","tract","2023","111.63","85.1253","71.4222"
"14000US06037534203","tract","2023","126.91","93.2475","91.7663"
"14000US06037534301","tract","2023","100.13","67.0789","54.0554"
"14000US06037534302","tract","2023","113.25","86.6086","74.4554"
"14000US06037534403","tract","2023","87.69","20.305","9.5743"
"14000US06037534404","tract","2023","117.91","89.7645","82.8176"
"14000US06037534405","tract","2023","123.5","92.244","89.18"
"14000US06037534406","tract","2023","123.43","92.2172","89.1185"
"14000US06037534501","tract","2023","122.29","91.8033","88.0293"
"14000US06037534502","tract","2023","89.21","28.7605","14.9872"
"14000US06037534700","tract","2023","108.71","82.1941","66.8138"
"14000US06037534802","tract","2023","122.42","91.8485","88.1968"
"14000US06037534803","tract","2023","117.73","89.6632","82.4936"
"14000US06037534804","tract","2023","99.38","64.9986","52.1729"
"14000US06037534900","tract","2023","122.02","91.6946","87.7779"
"14000US06037535001","tract","2023","116.78","89.1077","80.9072"
"14000US06037535002","tract","2023","122.32","91.8082","88.046"
"14000US06037535101","tract","2023","124.92","92.6799","90.2301"
"14000US06037535102","tract","2023","93.01","45.2418","30.6726"
"14000US06037535200","tract","2023","115.85","88.5241","79.304"
"14000US06037535300","tract","2023","92.15","42.1494","27.2875"
"14000US06037535400","tract","2023","118.97","90.3188","84.404"
"14000US06037535501","tract","2023","92.35","42.9222","28.1365"
"14000US06037535502","tract","2023","134.07","94.7296","95.0508"
"14000US06037535503","tract","2023","116.52","88.949","80.5441"
"14000US06037535603","tract","2023","127.74","93.4685","92.297"
"14000US06037535604","tract","2023","112.86","86.2607","73.718"
"14000US06037535605","tract","2023","127.4","93.405","92.1294"
"14000US06037535606","tract","2023","117.83","89.7206","82.6444"
"14000US06037535607","tract","2023","89.3","29.2281","15.3893"
"14000US06037535701","tract","2023","124.66","92.6005","90.057"
"14000US06037535702","tract","2023","116.11","88.7036","79.8235"
"14000US06037535802","tract","2023","119.47","90.5751","85.024"
"14000US06037535803","tract","2023","118.77","90.2211","84.1582"
"14000US06037535804","tract","2023","119.06","90.359","84.5101"
"14000US06037535901","tract","2023","117.23","89.3921","81.7339"
"14000US06037535902","tract","2023","108.97","82.4724","67.1769"
"14000US06037536000","tract","2023","120.72","91.1648","86.6104"
"14000US06037536102","tract","2023","95.76","54.1148","40.6658"
"14000US06037536103","tract","2023","114.79","87.7892","77.4662"
"14000US06037536104","tract","2023","118.96","90.3102","84.376"
"14000US06037536201","tract","2023","116.92","89.1797","81.1138"
"14000US06037536202","tract","2023","88.52","25.0736","12.4176"
"14000US06037540000","tract","2023","108.51","81.9768","66.4898"
"14000US06037540101","tract","2023","123.51","92.2489","89.1967"
"14000US06037540102","tract","2023","114.55","87.6158","77.0417"
"14000US06037540201","tract","2023","102.41","72.6032","58.4125"
"14000US06037540202","tract","2023","121.5","91.4871","87.3199"
"14000US06037540203","tract","2023","121.4","91.448","87.2528"
"14000US06037540300","tract","2023","121.75","91.5897","87.5321"
"14000US06037540400","tract","2023","91.13","38.1255","23.3102"
"14000US06037540501","tract","2023","113.01","86.4023","74.0197"
"14000US06037540502","tract","2023","92.62","43.9404","29.2425"
"14000US06037540600","tract","2023","90.05","33.009","18.5287"
"14000US06037540700","tract","2023","122.53","91.8912","88.2918"
"14000US06037540800","tract","2023","92.69","44.2077","29.6"
"14000US06037540901","tract","2023","113.66","86.9395","75.2151"
"14000US06037540902","tract","2023","126.02","93.0046","91.096"
"14000US06037541003","tract","2023","90.5","35.2334","20.4502"
"14000US06037541100","tract","2023","119.61","90.6423","85.2363"
"14000US06037541200","tract","2023","123.37","92.1927","89.085"
"14000US06037541300","tract","2023","116.21","88.7732","80.0022"
"14000US06037541401","tract","2023","121.14","91.3601","87.0294"
"14000US06037541402","tract","2023","116.06","88.6682","79.7174"
"14000US06037541500","tract","2023","115.49","88.2897","78.7566"
"14000US06037541603","tract","2023","88.18","23.1495","11.2166"
"14000US06037541604","tract","2023","118.24","89.9525","83.2812"
"14000US06037541605","tract","2023","117.64","89.596","82.3483"
"14000US06037541606","tract","2023","112.62","86.0251","73.1483"
"14000US06037541700","tract","2023","122.58","91.9107","88.3477"
"14000US06037541801","tract","2023","117.84","89.7267","82.6667"
"14000US06037541802","tract","2023","110.96","84.4929","70.1318"
"14000US06037542000","tract","2023","118.27","89.9757","83.365"
"14000US06037542103","tract","2023","115.98","88.6218","79.5665"
"14000US06037542104","tract","2023","112.7","86.1142","73.3605"
"14000US06037542105","tract","2023","111.44","84.9459","70.9753"
"14000US06037542106","tract","2023","114.95","87.9186","77.7734"
"14000US06037542200","tract","2023","113.85","87.097","75.7122"
"14000US06037542401","tract","2023","112.25","85.7064","72.6064"
"14000US06037542402","tract","2023","84.52","5.1019","2.4355"
"14000US06037542501","tract","2023","115.05","87.9809","77.9689"
"14000US06037542502","tract","2023","114.11","87.2801","76.2261"
"14000US06037542601","tract","2023","114.93","87.9039","77.7343"
"14000US06037542602","tract","2023","88.26","23.622","11.5015"
"14000US06037542700","tract","2023","108.93","82.4236","67.1154"
"14000US06037542800","tract","2023","107.9","81.2455","65.6575"
"14000US06037542900","tract","2023","111.26","84.781","70.7407"
"14000US06037543000","tract","2023","113.79","87.0469","75.5223"
"14000US06037543100","tract","2023","111.91","85.3768","71.9138"
"14000US06037543201","tract","2023","113.16","86.5268","74.2766"
"14000US06037543203","tract","2023","115.01","87.9552","77.8963"
"14000US06037543304","tract","2023","110.25","83.8093","69.0537"
"14000US06037543305","tract","2023","86.92","15.8977","7.2506"
"14000US06037543306","tract","2023","110.49","84.0229","69.2716"
"14000US06037543321","tract","2023","116.02","88.6401","79.6615"
"14000US06037543322","tract","2023","108.58","82.0537","66.6183"
"14000US06037543400","tract","2023","107.97","81.3297","65.7301"
"14000US06037543501","tract","2023","118.49","90.0807","83.7783"
"14000US06037543502","tract","2023","111.47","84.9752","71.0423"
"14000US06037543503","tract","2023","91.25","38.6126","23.7068"
"14000US06037543601","tract","2023","108.17","81.5886","66.0597"
"14000US06037543603","tract","2023","87.33","18.2405","8.3957"
"14000US06037543605","tract","2023","88.4","24.4497","12.0322"
"14000US06037543606","tract","2023","87.08","16.8012","7.6919"
"14000US06037543607","tract","2023","108.06","81.4567","65.8697"
"14000US06037543701","tract","2023","110.6","84.1218","69.4727"
"14000US06037543703","tract","2023","111.88","85.3475","71.8579"
"14000US06037543704","tract","2023","104.89","77.2424","62.1048"
"14000US06037543705","tract","2023","110.55","84.0888","69.3945"
"14000US06037543801","tract","2023","115.18","88.0712","78.1924"
"14000US06037543803","tract","2023","115.45","88.2629","78.6225"
"14000US06037543804","tract","2023","111.15","84.6651","70.4782"
"14000US06037543903","tract","2023","105.38","77.9407","62.6857"
"14000US06037543905","tract","2023","110.53","84.0693","69.333"
"14000US06037544001","tract","2023","110.72","84.2536","69.7017"
"14000US06037544002","tract","2023","110.47","84.0034","69.2325"
"14000US06037550101","tract","2023","111.18","84.6956","70.5564"
"14000US06037550201","tract","2023","115.81","88.4924","79.1979"
"14000US06037550202","tract","2023","110.55","84.0888","69.3945"
"14000US06037550301","tract","2023","114.8","87.7977","77.4997"
"14000US06037550501","tract","2023","89.18","28.5969","14.8922"
"14000US06037550502","tract","2023","114.87","87.8478","77.6394"
"14000US06037550601","tract","2023","115.13","88.0419","78.1142"
"14000US06037550602","tract","2023","113.45","86.782","74.852"
"14000US06037550700","tract","2023","113.79","87.0469","75.5223"
"14000US06037550801","tract","2023","110.77","84.2988","69.7855"
"14000US06037550802","tract","2023","119.86","90.7473","85.5268"
"14000US06037550901","tract","2023","129.5","93.8616","93.2968"
"14000US06037550902","tract","2023","115.16","88.0565","78.1589"
"14000US06037551001","tract","2023","130.92","94.162","93.9448"
"14000US06037551002","tract","2023","119.55","90.6166","85.1469"
"14000US06037551101","tract","2023","119.03","90.3481","84.4598"
"14000US06037551102","tract","2023","95.27","52.6217","39.0738"
"14000US06037551201","tract","2023","113.08","86.4658","74.1426"
"14000US06037551203","tract","2023","111.29","84.8079","70.7854"
"14000US06037551204","tract","2023","90.64","35.8731","21.1317"
"14000US06037551300","tract","2023","121.6","91.5237","87.3757"
"14000US06037551401","tract","2023","87.43","18.8546","8.7253"
"14000US06037551402","tract","2023","110.79","84.3171","69.8134"
"14000US06037551501","tract","2023","111.74","85.2328","71.6736"
"14000US06037551502","tract","2023","112.41","85.8383","72.8019"
"14000US06037551700","tract","2023","121.77","91.608","87.5656"
"14000US06037551801","tract","2023","117.98","89.7999","82.9069"
"14000US06037551802","tract","2023","87.61","19.8484","9.2615"
"14000US06037551900","tract","2023","115.68","88.4216","79.1197"
"14000US06037552001","tract","2023","109.04","82.5518","67.2606"
"14000US06037552002","tract","2023","112.71","86.1191","73.394"
"14000US06037552100","tract","2023","110.37","83.9167","69.1878"
"14000US06037552200","tract","2023","122.19","91.7667","87.9231"
"14000US06037552301","tract","2023","108.98","82.4834","67.1936"
"14000US06037552302","tract","2023","110.54","84.0778","69.3666"
"14000US06037552400","tract","2023","82.25","0.9681","0.5809"
"14000US06037552601","tract","2023","108.01","81.3957","65.825"
"14000US06037552602","tract","2023","112.71","86.1191","73.394"
"14000US06037552700","tract","2023","108.8","82.293","66.9367"
"14000US06037552800","tract","2023","113.75","87.0127","75.4162"
"14000US06037552900","tract","2023","113.94","87.1556","75.9021"
"14000US06037553000","tract","2023","102.47","72.7436","58.5577"
"14000US06037553100","tract","2023","113.98","87.1861","75.9859"
"14000US06037553201","tract","2023","112.49","85.9042","72.9081"
"14000US06037553202","tract","2023","106.86","80.0283","64.423"
"14000US06037553300","tract","2023","110.54","84.0778","69.3666"
"14000US06037553400","tract","2023","87.78","20.8263","9.8592"
"14000US06037553502","tract","2023","117.62","89.5838","82.3037"
"14000US06037553503","tract","2023","87.04","16.5643","7.6025"
"14000US06037553504","tract","2023","113.85","87.097","75.7122"
"14000US06037553601","tract","2023","116.01","88.634","79.6168"
"14000US06037553602","tract","2023","119.79","90.7192","85.4765"
"14000US06037553701","tract","2023","111.61","85.0948","71.3831"
"14000US06037553702","tract","2023","92.18","42.2776","27.4215"
"14000US06037553801","tract","2023","112.88","86.2753","73.746"
"14000US06037553802","tract","2023","92.73","44.3457","29.7509"
"14000US06037553901","tract","2023","111.18","84.6956","70.5564"
"14000US06037553902","tract","2023","91.73","40.5318","25.6843"
"14000US06037554001","tract","2023","115.42","88.2372","78.5666"
"14000US06037554002","tract","2023","115.16","88.0565","78.1589"
"14000US06037554101","tract","2023","109.07","82.5835","67.3388"
"14000US06037554105","tract","2023","119.06","90.359","84.5101"
"14000US06037554106","tract","2023","111.86","85.3255","71.7964"
"14000US06037554201","tract","2023","110.74","84.2744","69.7464"
"14000US06037554203","tract","2023","115.46","88.2665","78.6504"
"14000US06037554204","tract","2023","121.47","91.4737","87.2808"
"14000US06037554301","tract","2023","109.68","83.2123","68.2047"
"14000US06037554302","tract","2023","92.08","41.8881","27.1087"
"14000US06037554403","tract","2023","121.1","91.3406","86.9512"
"14000US06037554404","tract","2023","112.86","86.2607","73.718"
"14000US06037554405","tract","2023","125.67","92.9155","90.8614"
"14000US06037554406","tract","2023","89.97","32.6427","18.1712"
"14000US06037554511","tract","2023","107.89","81.2308","65.6351"
"14000US06037554512","tract","2023","110.94","84.4734","70.0927"
"14000US06037554513","tract","2023","110.64","84.1706","69.5453"
"14000US06037554514","tract","2023","113.46","86.7893","74.8743"
"14000US06037554515","tract","2023","84.99","6.7988","3.1449"
"14000US06037554516","tract","2023","90.46","35.0356","20.2324"
"14000US06037554517","tract","2023","113.73","86.9993","75.3547"
"14000US06037554518","tract","2023","111.85","85.3194","71.7573"
"14000US06037554519","tract","2023","93.48","46.8948","32.4377"
"14000US06037554521","tract","2023","91.57","39.9421","25.0251"
"14000US06037554522","tract","2023","87.7","20.3599","9.6358"
"14000US06037554600","tract","2023","90.15","33.4973","18.8806"
"14000US06037554700","tract","2023","82.05","0.8009","0.4692"
"14000US06037554801","tract","2023","84.61","5.4388","2.6142"
"14000US06037554802","tract","2023","90.52","35.3347","20.5731"
"14000US06037554900","tract","2023","93.77","47.8947","33.6164"
"14000US06037555001","tract","2023","109.75","83.2819","68.3276"
"14000US06037555002","tract","2023","88.9","27.1392","13.8309"
"14000US06037555105","tract","2023","119.35","90.5092","84.8341"
"14000US06037555106","tract","2023","91.03","37.6726","22.8969"
"14000US06037555107","tract","2023","112","85.4525","72.0925"
"14000US06037555202","tract","2023","92.53","43.5741","28.9632"
"14000US06037555211","tract","2023","117.12","89.303","81.4713"
"14000US06037555212","tract","2023","94.92","51.5267","37.8393"
"14000US06037555300","tract","2023","107.76","81.0758","65.4396"
"14000US06037570001","tract","2023","113.9","87.136","75.8295"
"14000US06037570002","tract","2023","107.53","80.8255","65.2329"
"14000US06037570003","tract","2023","106.06","78.9052","63.518"
"14000US06037570100","tract","2023","90.55","35.4861","20.7686"
"14000US06037570202","tract","2023","116.77","89.1004","80.8848"
"14000US06037570203","tract","2023","126.1","93.0266","91.1742"
"14000US06037570204","tract","2023","116.32","88.8428","80.2033"
"14000US06037570303","tract","2023","123.79","92.3441","89.5431"
"14000US06037570304","tract","2023","125.03","92.7104","90.3474"
"14000US06037570305","tract","2023","117.17","89.336","81.5886"
"14000US06037570306","tract","2023","106.36","79.3215","63.8532"
"14000US06037570402","tract","2023","115.08","88.015","78.0639"
"14000US06037570403","tract","2023","120.19","90.9145","86.0239"
"14000US06037570404","tract","2023","111.97","85.4244","71.9975"
"14000US06037570502","tract","2023","131.37","94.2462","94.1962"
"14000US06037570503","tract","2023","120.25","90.9463","86.1077"
"14000US06037570504","tract","2023","116.91","89.1761","81.0971"
"14000US06037570601","tract","2023","124.51","92.5651","89.9285"
"14000US06037570602","tract","2023","113.86","87.1055","75.7457"
"14000US06037570603","tract","2023","100.17","67.1924","54.1615"
"14000US06037570701","tract","2023","120.59","91.1001","86.4429"
"14000US06037570703","tract","2023","109.39","82.9168","67.7801"
"14000US06037570800","tract","2023","109","82.5042","67.216"
"14000US06037570901","tract","2023","109.15","82.6714","67.4841"
"14000US06037570902","tract","2023","106.37","79.3361","63.87"
"14000US06037571000","tract","2023","110.99","84.5064","70.1933"
"14000US06037571101","tract","2023","109.83","83.3746","68.4505"
"14000US06037571102","tract","2023","111.1","84.6175","70.3888"
"14000US06037571201","tract","2023","112.4","85.8297","72.7796"
"14000US06037571202","tract","2023","120.41","91.0146","86.2473"
"14000US06037571300","tract","2023","111.56","85.0582","71.2323"
"14000US06037571400","tract","2023","113.46","86.7893","74.8743"
"14000US06037571502","tract","2023","113.65","86.9285","75.1927"
"14000US06037571504","tract","2023","119","90.3322","84.4263"
"14000US06037571505","tract","2023","108.62","82.0928","66.6685"
"14000US06037571600","tract","2023","119.9","90.768","85.5938"
"14000US06037571701","tract","2023","121","91.2893","86.8395"
"14000US06037571703","tract","2023","117.29","89.4202","81.8233"
"14000US06037571704","tract","2023","117.47","89.513","82.0635"
"14000US06037571800","tract","2023","123.44","92.222","89.1353"
"14000US06037571900","tract","2023","117.62","89.5838","82.3037"
"14000US06037572001","tract","2023","113.86","87.1055","75.7457"
"14000US06037572201","tract","2023","113.43","86.771","74.8408"
"14000US06037572202","tract","2023","124.31","92.5028","89.8056"
"14000US06037572301","tract","2023","117.69","89.6314","82.4265"
"14000US06037572500","tract","2023","117.94","89.7816","82.8623"
"14000US06037572600","tract","2023","114.51","87.5914","76.9691"
"14000US06037572700","tract","2023","124.37","92.5236","89.8335"
"14000US06037573002","tract","2023","127.25","93.3574","92.0009"
"14000US06037573003","tract","2023","91.18","38.3636","23.4778"
"14000US06037573004","tract","2023","133.47","94.643","94.9279"
"14000US06037573101","tract","2023","122.42","91.8485","88.1968"
"14000US06037573102","tract","2023","117.41","89.48","81.9685"
"14000US06037573201","tract","2023","127.47","93.4185","92.1908"
"14000US06037573202","tract","2023","122.62","91.9303","88.4315"
"14000US06037573300","tract","2023","113.71","86.9785","75.31"
"14000US06037573401","tract","2023","91.45","39.4697","24.5001"
"14000US06037573402","tract","2023","92.64","44.0148","29.3487"
"14000US06037573403","tract","2023","89.35","29.5015","15.6016"
"14000US06037573601","tract","2023","112.28","85.7333","72.6288"
"14000US06037573700","tract","2023","109.71","83.2452","68.2717"
"14000US06037573800","tract","2023","112.02","85.4696","72.1484"
"14000US06037573902","tract","2023","92.41","43.1651","28.4996"
"14000US06037574000","tract","2023","114.23","87.3985","76.4328"
"14000US06037574100","tract","2023","109.45","82.9791","67.8472"
"14000US06037574201","tract","2023","109.03","82.531","67.2383"
"14000US06037574202","tract","2023","111.61","85.0948","71.3831"
"14000US06037574300","tract","2023","113.59","86.8809","75.0419"
"14000US06037574400","tract","2023","109.42","82.9486","67.8025"
"14000US06037574500","tract","2023","111.98","85.4342","72.0255"
"14000US06037574602","tract","2023","88.38","24.3166","11.9149"
"14000US06037574800","tract","2023","96.17","55.3882","42.0903"
"14000US06037574901","tract","2023","113.38","86.7246","74.6956"
"14000US06037574902","tract","2023","121.85","91.6397","87.6103"
"14000US06037575001","tract","2023","119.45","90.5654","85.0017"
"14000US06037575002","tract","2023","116.3","88.8306","80.181"
"14000US06037575101","tract","2023","134.99","94.8969","95.3525"
"14000US06037575102","tract","2023","103.07","74.0523","59.457"
"14000US06037575103","tract","2023","135.55","95.0043","95.5871"
"14000US06037575201","tract","2023","128.55","93.6529","92.7606"
"14000US06037575202","tract","2023","120","90.8327","85.739"
"14000US06037575300","tract","2023","135.61","95.008","95.5983"
"14000US06037575401","tract","2023","135.22","94.9384","95.4307"
"14000US06037575402","tract","2023","130.86","94.1534","93.9001"
"14000US06037575801","tract","2023","92.37","42.9967","28.2259"
"14000US06037575802","tract","2023","129.23","93.803","93.1628"
"14000US06037575803","tract","2023","138.41","95.4023","96.3915"
"14000US06037575901","tract","2023","138.98","95.4817","96.5144"
"14000US06037575902","tract","2023","139.47","95.55","96.6484"
"14000US06037576001","tract","2023","132.48","94.4379","94.5984"
"14000US06037576200","tract","2023","127.94","93.5186","92.4254"
"14000US06037576301","tract","2023","134.17","94.7431","95.0955"
"14000US06037576302","tract","2023","130.75","94.1253","93.8443"
"14000US06037576401","tract","2023","127.02","93.2854","91.8333"
"14000US06037576402","tract","2023","125.32","92.8044","90.6156"
"14000US06037576403","tract","2023","126.24","93.0742","91.2747"
"14000US06037576501","tract","2023","136","95.0666","95.71"
"14000US06037576502","tract","2023","128.64","93.6748","92.8164"
"14000US06037576503","tract","2023","103.86","75.4184","60.5519"
"14000US06037576601","tract","2023","122.53","91.8912","88.2918"
"14000US06037576602","tract","2023","126.84","93.2305","91.7328"
"14000US06037576700","tract","2023","94.37","49.7882","35.9234"
"14000US06037576801","tract","2023","108.51","81.9768","66.4898"
"14000US06037576802","tract","2023","92.28","42.6292","27.8014"
"14000US06037576901","tract","2023","123.54","92.2538","89.2135"
"14000US06037576903","tract","2023","136.68","95.1496","95.8664"
"14000US06037576904","tract","2023","93.83","48.0631","33.823"
"14000US06037577000","tract","2023","120.07","90.8608","85.8563"
"14000US06037577100","tract","2023","96.61","56.7799","43.5761"
"14000US06037577200","tract","2023","118.12","89.8902","83.136"
"14000US06037577300","tract","2023","119.39","90.5361","84.9458"
"14000US06037577400","tract","2023","117.04","89.2481","81.2758"
"14000US06037577501","tract","2023","116.89","89.1687","81.0636"
"14000US06037577504","tract","2023","118.03","89.8353","82.9963"
"14000US06037577602","tract","2023","119.27","90.4701","84.728"
"14000US06037577604","tract","2023","95.05","51.9564","38.2806"
"14000US06037577605","tract","2023","113.88","87.1251","75.7792"
"14000US06037577606","tract","2023","89.98","32.6916","18.227"
"14000US06037577700","tract","2023","119.47","90.5751","85.024"
"14000US06037577800","tract","2023","110.98","84.5027","70.1653"
"14000US06037577900","tract","2023","126.28","93.0876","91.3026"
"14000US06037578000","tract","2023","120.69","91.1477","86.5657"
"14000US06037578100","tract","2023",NA,NA,NA
"14000US06037599000","tract","2023","130.77","94.1339","93.8778"
"14000US06037599100","tract","2023",NA,NA,NA
"14000US06037600100","tract","2023","125.76","92.9399","90.9284"
"14000US06037600201","tract","2023","99.26","64.6348","51.8154"
"14000US06037600202","tract","2023","141.2","95.7722","96.9836"
"14000US06037600302","tract","2023","113.81","87.0603","75.5781"
"14000US06037600303","tract","2023","125.04","92.7128","90.3642"
"14000US06037600304","tract","2023","125.58","92.8825","90.7999"
"14000US06037600400","tract","2023","135.5","94.9921","95.5312"
"14000US06037600501","tract","2023","125.28","92.7971","90.5932"
"14000US06037600601","tract","2023","113.41","86.749","74.7626"
"14000US06037600602","tract","2023","107.31","80.585","64.9313"
"14000US06037600702","tract","2023","90.98","37.4589","22.707"
"14000US06037600703","tract","2023","95.05","51.9564","38.2806"
"14000US06037600704","tract","2023","127.11","93.3159","91.9115"
"14000US06037600801","tract","2023","131.5","94.2682","94.2185"
"14000US06037600802","tract","2023","120","90.8327","85.739"
"14000US06037600902","tract","2023","125.41","92.8251","90.6658"
"14000US06037600911","tract","2023","94.45","50.0397","36.1691"
"14000US06037600912","tract","2023","92.33","42.8392","28.0527"
"14000US06037601001","tract","2023","99.44","65.1817","52.3293"
"14000US06037601002","tract","2023","125.81","92.9472","90.9731"
"14000US06037601100","tract","2023","101.54","70.5839","56.8652"
"14000US06037601202","tract","2023","113.33","86.6843","74.6174"
"14000US06037601211","tract","2023","125.11","92.7348","90.4201"
"14000US06037601212","tract","2023","126.95","93.2598","91.7886"
"14000US06037601301","tract","2023","119.59","90.635","85.2084"
"14000US06037601302","tract","2023","123.57","92.2599","89.247"
"14000US06037601303","tract","2023","139.18","95.5098","96.5479"
"14000US06037601401","tract","2023","128.33","93.6077","92.6545"
"14000US06037601402","tract","2023","119.9","90.768","85.5938"
"14000US06037601501","tract","2023","119.04","90.3517","84.471"
"14000US06037601502","tract","2023","123.05","92.0743","88.8057"
"14000US06037601600","tract","2023","115.56","88.352","78.9465"
"14000US06037601700","tract","2023","130.75","94.1253","93.8443"
"14000US06037601801","tract","2023","118.3","89.9867","83.4376"
"14000US06037601802","tract","2023","125.96","92.9875","91.0569"
"14000US06037601900","tract","2023","136.76","95.1643","95.9111"
"14000US06037602002","tract","2023","95.01","51.8099","38.141"
"14000US06037602003","tract","2023","116.96","89.2005","81.1865"
"14000US06037602103","tract","2023","119.88","90.7607","85.5547"
"14000US06037602104","tract","2023","94.1","48.8945","34.9291"
"14000US06037602105","tract","2023","125.38","92.819","90.6491"
"14000US06037602106","tract","2023","124.31","92.5028","89.8056"
"14000US06037602201","tract","2023","113.26","86.6196","74.4889"
"14000US06037602202","tract","2023","112.98","86.373","73.9638"
"14000US06037602301","tract","2023","118.06","89.8548","83.0354"
"14000US06037602302","tract","2023","115.07","88.0065","78.036"
"14000US06037602402","tract","2023","116.43","88.8928","80.3597"
"14000US06037602403","tract","2023","123.21","92.1341","88.9565"
"14000US06037602404","tract","2023","119.82","90.7265","85.4877"
"14000US06037602504","tract","2023","120.23","90.9316","86.0574"
"14000US06037602505","tract","2023","122.01","91.6922","87.7667"
"14000US06037602506","tract","2023","122.76","91.9852","88.5599"
"14000US06037602507","tract","2023","122.12","91.7435","87.884"
"14000US06037602510","tract","2023","138.65","95.428","96.425"
"14000US06037602511","tract","2023","127.44","93.4075","92.1517"
"14000US06037602512","tract","2023","111.22","84.7359","70.6625"
"14000US06037602513","tract","2023","99.24","64.5811","51.7428"
"14000US06037602601","tract","2023","111.05","84.5747","70.3329"
"14000US06037602602","tract","2023","111.94","85.3976","71.9529"
"14000US06037602700","tract","2023","88.56","25.3067","12.5684"
"14000US06037602801","tract","2023","126.5","93.1413","91.4535"
"14000US06037602802","tract","2023","89.46","30.057","16.1211"
"14000US06037602900","tract","2023","93.33","46.4016","31.8847"
"14000US06037603004","tract","2023","113.63","86.9126","75.1592"
"14000US06037603005","tract","2023","114.9","87.8746","77.6729"
"14000US06037603006","tract","2023","121.22","91.3858","87.0964"
"14000US06037603007","tract","2023","122.39","91.8302","88.1242"
"14000US06037603008","tract","2023","113.56","86.8613","74.9916"
"14000US06037603101","tract","2023","119.89","90.7631","85.5714"
"14000US06037603102","tract","2023","113.62","86.9041","75.1257"
"14000US06037603200","tract","2023","115.92","88.5803","79.4436"
"14000US06037603301","tract","2023","116.5","88.9307","80.4938"
"14000US06037603302","tract","2023","118.05","89.8475","83.0131"
"14000US06037603400","tract","2023","115.29","88.1506","78.3823"
"14000US06037603500","tract","2023","128.3","93.5992","92.6377"
"14000US06037603600","tract","2023","112.77","86.1716","73.5113"
"14000US06037603702","tract","2023","86.37","12.9506","5.6642"
"14000US06037603703","tract","2023","111.57","85.0655","71.2714"
